Current Value of Stock,Expected Value of Stock,Error in expected value of stock,Percentage of portfolio,Percentage of sector,Positive,Negative,Neutral,Total,Neutral_Pos,Neutral_Neg,Sector of stock,Buy/Sell/Keep
0.01690875490077537,0.0,0.0573411800211275,0.7476949999796424,0.3533942331374766,0.634111557852628,0.39365136209347984,0.2099932478055368,0.3636736817142966,0.3546226985545158,0.2889154068034872,IT,Keep
0.006545881621444094,0.003842394418416717,0.06051003470650517,0.8756219219669736,0.13292628688101366,0.6594698385774166,0.6182853649055942,0.2826918748593293,0.27024876293661004,0.3993512466535274,0.4996072102743184,IT,Keep
0.0,0.030124035188243692,0.04640108646446504,0.03874174426777163,0.3347975887450411,0.6123279092761021,0.5953652940722893,0.27796533873508894,0.3181724276875074,0.31619931395278966,0.42908697933553197,IT,Buy
0.027271628180106644,0.04223263338838534,0.10857099743473814,0.3348538439208847,0.9261111431095885,0.8909809838394994,0.37126205594687073,0.38284942606347067,0.1494712712027877,0.8077053266755918,0.5533263548970232,IT,Sell
0.03701272906267805,0.0582510364353368,0.039837030330467725,0.16537025858581814,0.6207049061018255,0.575857248919831,0.6503345617937766,0.3261309925725861,0.332083339858502,0.2518700440132249,0.43368874573302707,IT,Buy
0.06741049068204963,0.05794768950756679,0.09152708616266925,0.1634654928251256,0.9593928835628585,0.49695680496106975,0.4596539750234892,0.26401080351114115,0.46082536528874407,0.11270042360623145,0.19171404333608905,IT,Keep
0.07333459990673408,0.059970002359365226,0.02327599215331331,0.3798410546243939,0.06095668379292163,0.5525641540871867,0.3562458391447044,0.2739140220571686,0.44585891222474217,0.21078420211786697,0.16875214782944414,IT,Keep
0.06400801395533584,0.06963497253025053,0.07786328655500424,0.3307389223792535,0.7475752416413968,0.6086799940783983,0.6183483413459827,0.29484582489309025,0.31399269755119297,0.3097648891527631,0.44377512733187807,IT,Keep
0.07357640028325174,0.07991506286022476,0.007695789950205284,0.26655485659922706,0.24463626821577916,0.7069260774007636,0.48761249611456653,0.3400855277965339,0.2709931478760702,0.4830575784764608,0.44549075286190354,IT,Sell
0.09117601340264936,0.08399339377801751,0.021201146823602558,0.7331527341034804,0.20454439952840536,0.7176014275036426,0.4256402261343248,0.27683997299122215,0.2815405842176498,0.5018874398433495,0.4068082584589457,IT,Buy
0.09366310298968905,0.0839428359567227,0.01033650218802045,0.9979924061713286,0.7866852113459977,0.5323399782060726,0.4188597554206724,0.23272563583164527,0.44333495080004315,0.17511151462462538,0.19745033175214327,IT,Keep
0.08874073818200667,0.07682260945768316,0.15119963784518003,0.5670605161547893,0.32885165027570923,0.5683360261131071,0.6094697394596618,0.24532973216295292,0.35158478109618485,0.23860363294517972,0.3921604983630661,IT,Keep
0.09509663379332967,0.05183019313087733,0.03840350082993916,0.1671058391575108,0.8462356201867292,0.6083368929691184,0.5603996484791809,0.2937204591492235,0.3327523637129671,0.309159705598097,0.396243278767847,IT,Sell
0.06181453911121082,0.0516869459705418,0.05205975554549717,0.2649969736298182,0.24612459391190017,0.535153626523245,0.5247454168082109,0.30227323880261087,0.4071724731551084,0.18007440644896455,0.2867080293918301,IT,Keep
0.06791136289055055,0.03196096936196047,0.1399954730647363,0.8954430024196647,0.6441365040185818,0.5093366027298813,0.4770222665775377,0.19716407832545577,0.44462407631683265,0.13453669815370217,0.21946838004238417,IT,Sell
0.056166773173975226,0.02511038457649417,0.06888486494643287,0.43320107540179975,0.42310241106059227,0.5269340243116042,0.7285024571542784,0.295295971190637,0.34933252025700534,0.1655761493759318,0.4434664547973184,IT,Sell
0.025544482633551358,0.03017459300953873,0.09416025350837653,0.7902744830835627,0.9171915336198282,0.5612586073818074,0.45551338133667446,0.26085977942831423,0.4067378437695327,0.22612003172728135,0.25909507599458487,IT,Keep
0.04108879255254827,0.03173345916613313,0.06511241889241143,0.8766353293420457,0.4196189175993476,0.5531934466560535,0.6818142984435926,0.3178032860679721,0.34158172202358805,0.21189418836813334,0.4343679629474263,IT,Keep
0.045113041676021925,0.205593380295932,0.37203862984759395,0.6056659473757477,0.37872010383210214,0.6842086732161224,0.604968493469217,0.799459824442944,0.25317520897507306,0.44298717635475415,0.5159907110548353,IT,Buy
0.17950223665348286,0.24500320199534853,0.17738041346008887,0.4852064047003515,0.5758917037075686,0.6172102694883664,0.5115995046368349,0.8993923024983119,0.340655506662466,0.32481113136900297,0.3662965962496407,IT,Buy
0.24318209295497328,0.2520981495837409,0.027916100799760583,0.9068520696016533,0.729562687325122,0.4714024908775717,0.9678955995725316,0.2970965563808238,0.320905130462385,0.06762609940318476,0.577166260843798,IT,Buy
0.2673448591512806,0.24771647173817812,0.04911724762336057,0.7583070984881544,0.8875433679101463,0.5340228150771177,0.42457152201661325,0.23835246455097905,0.4400649796458894,0.1780798093109346,0.20394974390939208,IT,Keep
0.2611271351836819,0.233349624186862,0.07054474121020335,0.88894926277408,0.5666419835344039,0.5231634589455777,0.7107301544524214,0.26626153499887467,0.35824423491922397,0.15892538640957965,0.42485597772465333,IT,Sell
0.24801810048532769,0.24238262159156032,0.13912781047231212,0.039111572798239874,0.27045303810346516,0.6244075526704728,0.47515745944485116,0.23092505064145846,0.3460652605540263,0.33750615712752596,0.3445618344983601,IT,Sell
0.23651531114527025,0.2651841989955852,0.0823902218198301,0.3367084685381819,0.07982095853234883,0.7165835871181097,0.6414509661978272,0.25163178032860684,0.21365446482427464,0.5000921082459306,0.5812990833709142,IT,Buy
0.26760393098326407,0.2804358084195626,0.055681303757357005,0.07281828157787965,0.6480421008371922,0.6568293476864434,0.37853092253798526,0.23565158676569883,0.34891626395180786,0.39469378090876006,0.301607571323149,IT,Buy
0.2945301300540595,0.286485894367859,0.061339972838389135,0.8511083603733486,0.6188508549978686,0.6787996123481962,0.5638825874456825,0.21291919873959037,0.2709271104133578,0.4334463308287,0.4766065433365875,IT,Buy
0.29663724762085697,0.2834187198759648,0.014863437452846323,0.39254812148477214,0.5996426943132811,0.4330627350421633,0.5281070681071014,0.24240378122889936,0.4940698484142739,0.0,0.17711436510982176,IT,Keep
0.2968790479973744,0.2840254137315046,0.08933152255923008,0.20677042733324327,0.5629602800924483,0.6473899477899293,0.5982212823982167,0.19108710330857528,0.2870505836740337,0.3780439671110798,0.46998922271390764,IT,Keep
0.2915248968030535,0.2964794903771615,0.0633016447864802,0.6608722466529299,0.7643421911852468,0.6947184851273166,0.4174019443296921,0.22777402655863155,0.30388303124387106,0.4615250509324216,0.3749267876181947,IT,Buy
0.30380490163906093,0.28531463817452574,0.033197525275389196,0.8474054823083608,0.9060170044229199,0.6456413502773695,0.36930392271939694,0.2813414359666892,0.3614965798048223,0.37495967962348664,0.28178933346009855,IT,Sell
0.2984507504447398,0.2969008055546194,0.018032292138224867,0.044421721883175086,0.262381762191454,0.9213897441425444,0.48780662945736203,0.31757821291919874,0.0861347406540095,0.8613422318194202,0.681619983983059,IT,Buy
0.3038912589163889,0.2974990731066096,0.05485136562547304,0.8970877999148421,0.5431762301255634,0.5836883641569405,0.39914506382551534,0.3396353814989872,0.4053713086880085,0.2656830630563316,0.23790586464943975,IT,Buy
0.317915680754417,0.2873200984192257,0.03885619435642305,0.7620174972155377,0.764105062793228,0.7303894248619596,0.6881848109494222,0.23745217195588567,0.1868677402320189,0.5244437227845811,0.6345179753017267,IT,Sell
0.30321767215323225,0.3010296942937074,0.045872944016901666,0.9430262097936499,0.7762821193073353,0.5257215139520115,0.4881624223693482,0.03893765473778978,0.4269561611199201,0.1634374464990218,0.2465614907236135,IT,Buy
0.3085545518920878,0.3219353533991709,0.10223328806398194,0.8150258367874165,0.7200239652328426,0.6326851921235911,0.5640378175497047,0.2766148998424488,0.3106129858573158,0.3521067839777188,0.4259938305187848,IT,Buy
0.3226135166410473,0.3636792611817048,0.15406669684623545,0.7563523979206801,0.00950232269912421,0.4863326678374845,0.4734393959267826,0.2979968489759172,0.46558743851824735,0.09396089494890214,0.1912420104168705,IT,Buy
0.35663828390818497,0.4073190872627994,0.12479251546703007,0.9402501417869649,0.48332054528847207,0.8319539743482135,1.0,0.4463200540175557,0.0,0.7035897337524917,1.0,IT,Buy
0.4291093110416415,0.4073106609592507,0.08374830239927658,0.15467050166378923,0.22968782848605024,0.5892407525229486,0.6584100989857469,0.39162727886563137,0.3179781132077334,0.2754767187378313,0.4549856924427996,IT,Keep
0.4329435741549943,0.3715747076072671,0.33114531462200114,0.6287572927905611,0.1176483235278803,0.7324212148140085,0.6370653937289545,0.3106009453072249,0.20140504474629828,0.5280275231054155,0.5951563426102318,IT,Sell
0.41553394704571756,0.36127776467019457,0.09695186358835156,0.2958126361278859,0.10456644308795687,0.8104223303434254,0.6236951049648125,0.44767049291019584,0.13845409022460664,0.665610850839601,0.6701000907059117,IT,Sell
0.36769201540613783,0.353314907816239,0.16545948392938176,0.49957440533579256,0.7519767725820479,0.578733155786293,0.6677093447221887,0.3391852352014405,0.32406918448407984,0.25694275142587997,0.4509913712586011,IT,Keep
0.3762413858615863,0.33090094037547635,0.312962124641619,0.9896425443955523,0.36421993536794955,0.6491861176967606,0.7019097708975197,0.27121314427188836,0.25246491382282155,0.381212165812862,0.5563395075336466,IT,Keep
0.37935024784538585,0.29890626579931934,0.21736834163271562,0.3783868965353504,0.3829573590972402,0.4647970120396291,0.9199448293987105,0.8390726986270538,0.3418752794513845,0.05597493578028567,0.5308795755933737,IT,Buy
0.30060968237793384,0.31618861437864476,0.10630752980232647,0.3996249507121422,0.7633973056365404,0.594387350837386,0.5614548641390322,0.9376547377897816,0.34443602191933687,0.284554616121804,0.3817534563549869,IT,Buy
0.3174148085459161,0.3381307088206549,0.04881545193903914,0.38159843639850366,1.0,0.877944305736582,0.3398762809374251,0.8762097681746567,0.1707049240024725,0.7847104048231945,0.5134428761271188,IT,Buy
0.3495397157118427,0.35162964710640754,0.0752225743171891,0.0,0.976723045753364,0.7178290618410974,0.31394206651272294,0.8053117263110511,0.3169345045766131,0.5022889557632311,0.3161670610474561,IT,Buy
0.37339159570977043,0.35257339310391345,0.05417232533574983,0.8327971457614549,0.9840014252882743,0.6083368929691184,0.28153737992035954,0.7607472428539275,0.4216054522803473,0.309159705598097,0.16932589154334393,IT,Keep
0.36337415153975017,0.35094711651892574,0.047306473517430205,0.12591148942442945,0.9290603550433687,0.7106695914539938,0.41545853146983064,0.44474454197614227,0.2907576920817091,0.48966062661708465,0.39089615346016005,IT,Keep
0.3666729995336706,0.3530873976204121,0.036819073487249894,0.19675434664319527,0.5562871730063568,0.7612475336871206,0.5487592998111299,0.12153950033760971,0.20470303735712037,0.5788732174262077,0.555016586877489,IT,Keep
0.3727007374911484,0.356323098183289,0.0736381469744998,0.26372820966280863,0.025953451954003948,0.713672814867461,0.0524095960094538,0.004276389826693677,0.4038471555136113,0.494957903051525,0.09877831719548236,IT,Keep
0.361836992003316,0.37334423135259054,0.058095669231931955,0.8655627188439174,0.33810049824651883,0.7153696691035198,0.49526389635653084,0.23475129417060545,0.261279628420381,0.49795092245762285,0.4610072551313241,IT,Buy
0.3882968617765419,0.3900114597728268,0.06149087068054986,0.6751943340828299,0.21510181834495762,0.7979244053206399,0.48394372136599256,0.20211568759846948,0.19375174105223503,0.6435662159297493,0.5426295163990097,IT,Buy
0.4027012556348122,0.3888149246688468,0.06118907499622842,0.8789186810103713,0.8236431584408828,0.6382876933389281,0.3763411899569868,0.199864956110736,0.365590728692487,0.3619888318895872,0.27942461643070027,IT,Keep
0.40577557470768055,0.3817284033840036,0.0700165987626391,0.0032934059734059384,0.6563891087762865,0.7909381799534708,0.43681527758488786,0.21336934503713706,0.2147879517789011,0.631243467366575,0.49659304931422266,IT,Keep
0.4081072211955299,0.3670160773871718,0.043835823147730234,0.24585741780031065,0.11886016796587118,0.8168447337769574,0.2073588719202164,0.1771325680846275,0.2655761341413073,0.6769390944222657,0.3383830861365978,IT,Sell
0.3828908962158242,0.35840439515993117,0.008073034555607081,0.1992985473257405,0.1354358185448436,0.7706727727542871,0.0,0.0,0.3714312165534607,0.5954980534525842,0.11884750981345318,IT,Sell
0.37629320022798285,0.36234790522093774,0.09091594990191765,0.39016393794889825,0.7727596958432115,0.5873926149102627,0.6333165506084597,0.19896466351564257,0.3275660805609556,0.27221685609178814,0.4325329488966946,IT,Keep
